1044.50,0.420
1045.00,0.418
1045.50,0.415
1046.00,0.412
1046.50,0.410
1047.00,0.407
1047.50,0.405
1048.00,0.402
1048.50,0.400
1049.00,0.397
1049.50,0.394
1050.00,0.392
1050.50,0.389
1051.00,0.387
1051.50,0.385
1052.00,0.383
1052.50,0.381
1053.00,0.378
1053.50,0.375
1054.00,0.372
1054.50,0.370
1055.00,0.368
1055.50,0.365
1056.00,0.363
1056.50,0.361
1057.00,0.359
1057.50,0.357
1058.00,0.355
1058.50,0.352
1059.00,0.350
1059.50,0.348
1060.00,0.345
1060.50,0.343
1061.00,0.341
1061.50,0.340
1062.00,0.337
1062.50,0.335
1063.00,0.333
1063.50,0.331
1064.00,0.329
1064.50,0.327
1065.00,0.325
1065.50,0.323
1066.00,0.321
1066.50,0.319
1067.00,0.317
1067.50,0.315
1068.00,0.313
1068.50,0.311
1069.00,0.309
1069.50,0.307
1070.00,0.305
1070.50,0.303
1071.00,0.301
1071.50,0.299
1072.00,0.297
1072.50,0.295
1073.00,0.293
1073.50,0.291
1074.00,0.289
1074.50,0.287
1075.00,0.285
1075.50,0.283
1076.00,0.281
1076.50,0.279
1077.00,0.278
1077.50,0.276
1078.00,0.274
1078.50,0.272
1079.00,0.270
1079.50,0.269
1080.00,0.267
1080.50,0.266
1081.00,0.264
1081.50,0.263
1082.00,0.261
1082.50,0.259
1083.00,0.258
1083.50,0.256
1084.00,0.255
1084.50,0.255
1085.00,0.253
1085.50,0.252
1086.00,0.249
1086.50,0.247
1087.00,0.246
1087.50,0.244
1088.00,0.243
1088.50,0.241
1089.00,0.240
1089.50,0.239
1090.00,0.238
1090.50,0.236
1091.00,0.234
1091.50,0.233
1092.00,0.232
1092.50,0.230
1093.00,0.229
1093.50,0.228
1094.00,0.227
1094.50,0.226
1095.00,0.224
1095.50,0.223
1096.00,0.222
1096.50,0.221
1097.00,0.219
1097.50,0.218
1098.00,0.217
1098.50,0.215
1099.00,0.214
1099.50,0.213
1100.00,0.213
